StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,StudyTimeWeekly_transformed,GPA_scaled,Absences_scaled,GPA_binned
1017,18,0,3,1,10.098656081788002,14,0,2,1,1,0,0,2.232175277715976,3.0,0.13971819857453704,0.3562859248982236,-0.06395115977455339,2.0
1018,18,1,0,0,3.5282382085577235,16,1,2,0,0,0,0,1.3844041756940335,4.0,-1.09790220984778,-0.570275812950926,0.17229775787908638,1.0
1019,18,0,1,3,16.25465808609359,29,0,2,1,0,0,1,0.4695533233798704,4.0,1.10859690000088,-1.5701515973121711,1.7079157226277448,0.0
1020,17,0,0,1,10.835206398820308,9,0,2,0,0,1,0,2.3957840945307,3.0,0.2625642075761278,0.5351003115572424,-0.6545734539086528,2.0
1021,16,1,0,3,2.621597234094062,2,0,3,0,0,0,1,2.778411299920653,2.0,-1.3015422562356578,0.9532883431248744,-1.481444665696392,3.0
1022,15,0,0,2,15.32314203165556,25,0,1,1,0,0,0,0.3468940367050148,4.0,0.9693391842833995,-1.704210662965307,1.2354178873204653,0.0
1023,16,1,1,0,18.648879567547016,29,1,1,0,0,0,0,0.3125462305253549,4.0,1.4570250094478423,-1.741750705211649,1.7079157226277448,0.0
1024,18,1,3,4,18.94613798473924,20,0,2,1,0,0,0,1.7701318767799732,4.0,1.4994085284076704,-0.1486991300440165,0.6447955931863659,1.0
1025,18,1,0,1,7.380354648223455,15,0,2,0,0,0,0,1.5051556220362858,4.0,-0.3359512840045593,-0.43830189958700966,0.0541732990522665,1.0
1026,16,1,0,3,2.7103374712150807,5,0,4,0,0,1,0,2.977851918315743,2.0,-1.281011604003564,1.1712646878447261,-1.1270712892159325,3.0
1027,16,0,0,1,10.367992532661304,2,0,2,0,1,0,0,2.948717671911921,2.0,0.18490333833083278,1.1394227461761934,-1.481444665696392,3.0
1028,16,1,0,3,2.2521845869844137,8,0,3,0,0,1,0,2.145204720467192,3.0,-1.3886206309080538,0.2612324482298757,-0.7726979127354727,2.0
1029,18,0,0,0,18.679748370252344,10,0,3,1,0,0,0,2.854803928981318,2.0,1.461434847120356,1.036780794061806,-0.536448995081833,3.0
1030,18,0,0,2,3.67159254710292,20,0,3,1,0,0,0,1.519441725815139,4.0,-1.0668275121791797,-0.4226880657197581,0.6447955931863659,1.0
1031,15,0,2,2,5.055317199023282,12,1,0,0,1,0,0,1.727120309522409,4.0,-0.779521796416127,-0.19570813095326517,-0.30020007742819316,1.0
1032,15,0,0,3,8.132730537699409,17,0,4,0,0,0,1,1.8475354711387904,4.0,-0.20036084947125618,-0.06410175613751597,0.2904222167059063,1.0
1033,18,0,0,3,7.663289371182516,25,0,1,0,1,0,0,0.3846169728564877,4.0,-0.2845675961391452,-1.6629818109863723,1.2354178873204653,0.0
1034,16,0,3,3,15.89325784795778,21,0,0,1,1,0,0,0.94940609779728,4.0,1.0548317183643412,-1.0457019911442749,0.7629200520131858,0.0
1035,16,0,0,3,9.126336411019247,27,1,2,1,1,0,0,1.1409594184203395,4.0,-0.026106233957800578,-0.8363459783903939,1.471666804974105,0.0
1036,15,0,3,1,3.415365200066738,23,0,1,0,0,0,0,0.2614722600507521,4.0,-1.122568557721523,-1.7975714175819315,0.9991689696668256,0.0
1037,18,0,0,1,5.344197909721482,26,1,1,0,0,0,0,0.2182848568210317,4.0,-0.7220416040370367,-1.844772596407541,1.3535423461472853,0.0
1038,15,0,2,1,10.18226770375044,21,1,1,0,1,0,0,1.0677635510419796,4.0,0.15377862203222098,-0.9163445651784037,0.7629200520131858,0.0
1039,15,1,1,1,2.949078348522698,3,1,1,1,1,0,0,3.0189058584279675,1.0,-1.2264629179328135,1.2161341225367255,-1.3633202068695722,3.0
1040,17,1,2,1,12.233113512920282,21,1,3,1,1,0,0,1.5268678317927231,4.0,0.4898644950174598,-0.4145717880551482,0.7629200520131858,1.0
1041,17,1,3,2,11.314946131022918,23,1,1,0,0,0,0,1.0582873996898603,4.0,0.341396811907283,-0.9267014165077311,0.9991689696668256,0.0
1042,17,0,0,1,14.294046327645152,7,0,2,0,0,0,0,2.625128097732231,2.0,0.81281123939561,0.7857592189732577,-0.8908223715622926,3.0
1043,16,1,3,2,18.754092307587356,12,1,4,0,0,0,0,2.8087548220286536,2.0,1.4720472916983771,0.986451948855004,-0.30020007742819316,3.0
1044,18,1,0,1,18.245091222023117,9,0,2,0,1,0,0,2.888891669272444,2.0,1.399156173012622,1.074036600267239,-0.6545734539086528,3.0
1045,18,1,0,1,18.921512361376628,1,1,3,1,1,0,0,4.0,0.0,1.4959042931901503,2.288409752881429,-1.599569124523212,3.0
1046,18,0,0,2,4.894311940474019,7,0,4,0,0,1,0,2.515300272256249,2.0,-0.8118988076582095,0.6657241522028583,-0.8908223715622926,2.0
1047,18,0,1,2,2.6313061327870924,5,0,1,1,0,0,0,2.5637654300150947,2.0,-1.2992890592573096,0.7186935925282812,-1.1270712892159325,2.0
1048,17,0,0,2,6.04553400992897,15,0,2,0,0,0,0,1.7036118032323682,4.0,-0.5855179654519428,-0.22140148425392314,0.0541732990522665,1.0
1049,16,0,1,2,17.90170345532629,17,0,3,0,0,1,0,2.0998851567205854,3.0,1.3496689636079418,0.21170094893310668,0.2904222167059063,2.0
1050,16,1,1,1,19.441069492469765,16,0,4,1,0,0,0,2.4610469629080955,3.0,1.5695768648046249,0.6064286177433794,0.17229775787908638,2.0
1051,17,1,2,2,17.18649902140952,5,0,3,0,0,0,0,2.935477191694632,2.0,1.2457597379427636,1.1249517146314414,-1.1270712892159325,3.0
1052,16,1,2,0,2.200354422550872,12,1,1,1,0,1,0,1.9863780592187463,4.0,-1.401059717533573,0.08764466384780215,-0.30020007742819316,2.0
1053,17,1,0,1,18.948559961195865,22,0,4,0,0,1,0,1.5715441913992825,4.0,1.4997531094546899,-0.36574327137287543,0.8810445108400057,1.0
1054,18,0,0,2,8.46716054701572,13,0,1,0,1,0,0,1.6643106896610833,4.0,-0.14112919461588128,-0.2643551872088441,-0.18207561860137328,1.0
1055,17,0,0,0,0.1862058152470735,29,1,2,1,1,0,0,0.7562591665741925,4.0,-1.948707232819346,-1.2567997223920924,1.7079157226277448,0.0
1056,18,0,0,1,8.847874814963872,25,0,2,0,1,0,0,0.8027695392342074,4.0,-0.07442598473753805,-1.2059667421016655,1.2354178873204653,0.0
1057,18,1,0,4,0.9213833935093518,20,0,2,0,1,1,0,1.3423871779577343,4.0,-1.730336268999866,-0.6161978104675876,0.6447955931863659,1.0
1058,15,0,0,4,10.87755842322235,29,0,3,1,0,0,0,0.2865712882866222,4.0,0.26956008410702476,-1.7701397214966468,1.7079157226277448,0.0
1059,17,0,0,1,6.771080548741026,9,1,3,0,1,0,0,2.61383869367367,2.0,-0.44833014985970293,0.7734205938198012,-0.6545734539086528,2.0
1060,15,1,3,0,9.468698671880976,23,0,3,0,1,0,0,0.9290125546259368,4.0,0.03278249489653733,-1.0679908811013334,0.9991689696668256,0.0
1061,17,1,1,1,12.26340721486234,10,0,0,1,0,1,0,1.892758695926592,4.0,0.49471161949247905,-0.014675549404836173,-0.536448995081833,1.0
1062,17,0,0,1,17.376021916356407,12,0,2,0,0,1,0,2.331261549308754,3.0,1.2734072315572287,0.46458113310363514,-0.30020007742819316,2.0
1063,15,0,1,3,13.238031529438572,11,0,3,0,1,0,0,2.234238472600233,3.0,0.6490104242698518,0.3585408701693228,-0.41832453625501304,2.0
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,2.3858282190764624,3.0,-0.10357450742705447,0.5242191512526659,-0.7726979127354727,2.0
1065,17,0,0,2,16.388557073407302,3,1,4,0,0,0,0,3.347356743507809,1.0,1.12843464871254,1.5751107639341961,-1.3633202068695722,3.0
1066,16,0,1,1,18.111642751462643,6,1,3,1,0,0,0,3.2618553073332905,1.0,1.3799546454318516,1.4816629463552367,-1.0089468303891125,3.0
1067,18,0,0,4,2.3951993286439444,23,0,3,0,1,0,0,1.0396238791477144,4.0,-1.3545885048761133,-0.9470994980024533,0.9991689696668256,0.0
1068,15,1,0,1,10.638659551055827,28,0,0,0,1,0,0,0.0278186247324679,4.0,0.23000318700422992,-2.052940488170607,1.589791263800925,0.0
1069,18,1,3,2,5.690239194848883,21,1,3,0,0,1,0,1.3299645378768772,4.0,-0.6541670115944096,-0.6297749929812888,0.7629200520131858,1.0
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0,3.283916521897384,1.0,-1.7248190469595885,1.5057744987032906,-1.599569124523212,3.0
1071,16,0,1,2,13.370933902279706,6,0,2,1,0,0,0,2.937454182316864,2.0,0.6698123550486564,1.12711244393948,-1.0089468303891125,3.0
1072,16,1,1,1,17.255415549184512,28,0,3,0,0,1,1,0.7388682028052602,4.0,1.2558227664513086,-1.2758069775039758,1.589791263800925,0.0
1073,15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.556801662833417,2.0,-1.1572506384343448,0.7110826227671712,-0.7726979127354727,2.0
1074,16,0,0,3,16.24827315247801,4,1,2,0,0,0,0,3.300928568970799,1.0,1.107649841385234,1.5243676211429684,-1.2451957480427522,3.0
1075,15,1,0,3,17.067914670738833,14,0,3,1,0,1,0,2.200682946560561,3.0,1.2284186681083693,0.32186674144801114,-0.06395115977455339,2.0
1076,16,0,0,3,18.28680885332967,17,0,3,0,1,0,0,1.8558655731681932,4.0,1.4051509575725032,-0.0549974663187006,0.2904222167059063,1.0
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.734401494419992,2.0,-0.7296573152642306,0.905188329135438,-1.3633202068695722,3.0
1078,18,1,1,3,18.079061303797783,18,1,1,1,1,0,0,2.1317372971872284,3.0,1.3752607546710298,0.2465133818582196,0.40854667553272617,2.0
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,4.0,-0.5155064954247497,-1.0125162087396513,0.526671134359546,0.0
1080,18,1,3,1,11.046760269110056,25,0,3,0,1,0,0,0.994325023551287,4.0,0.29743844135129616,-0.9966083645631314,1.2354178873204653,0.0
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,2.0746999767813343,3.0,-1.7057766588027,0.18417509432813098,-1.0089468303891125,2.0
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,4.0,-1.742563618429498,-1.5363199981098339,1.2354178873204653,0.0
1083,15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.532438417587673,2.0,0.8302073909421138,0.6844550922926096,-0.8908223715622926,2.0
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357856976,4.0,-0.06716100891223503,-0.4839622350562952,0.17229775787908638,1.0
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3.0,-0.7654166883969911,0.4772321417680488,-0.30020007742819316,2.0
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,4.0,-1.0374541148629475,-0.8167966779221003,0.9991689696668256,0.0
1087,16,1,0,1,13.399069817184362,20,1,1,1,0,1,1,1.5237487447337323,4.0,0.6742091045648908,-0.4179807586121636,0.6447955931863659,1.0
1088,15,0,2,1,0.0080308805067974,27,0,1,0,0,1,0,0.0,4.0,-2.007008685259245,-2.083344536168013,1.471666804974105,0.0
1089,18,0,0,1,16.117823383937086,22,0,0,1,0,1,0,1.0586220144439875,4.0,1.0882785087386626,-0.9263357031360974,0.8810445108400057,0.0
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,3.0,-1.5535505307075057,0.3536245172399691,-0.536448995081833,2.0
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,0.1947432807455151,4.0,-1.032850707626861,-1.8705020929523215,1.3535423461472853,0.0
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0.0,-0.2734738211540284,1.7495036796724708,-1.7176935833500317,3.0
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,3.552286943350944,0.0,0.07177444072745129,1.7990868839641925,-1.599569124523212,3.0
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.23849135429023,3.0,-0.38737795945790954,0.36318900861158854,0.17229775787908638,2.0
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,2.0,-0.5153197105967202,0.8768493603390104,-1.2451957480427522,3.0
1096,16,1,2,3,19.278320241463767,29,0,3,0,0,0,1,0.7329082339013866,4.0,1.5465576531164746,-1.2823208574085034,1.7079157226277448,0.0
1097,16,1,1,1,12.831593624867883,29,0,4,0,0,1,0,0.9654824453045304,4.0,0.5850454119390258,-1.028131530852507,1.7079157226277448,0.0
1098,18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.5552328599380942,2.0,-1.8611779470418106,0.7093680175705959,-1.1270712892159325,2.0
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,0.7443222999212357,4.0,-0.11715163435444145,-1.269845984389061,1.2354178873204653,0.0
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,0.7220565813951911,4.0,1.2914740982391606,-1.294181047005312,1.1172934284936455,0.0
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,4.0,-0.5886664809007236,-0.6939687488098382,0.9991689696668256,1.0
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.52614214142023,2.0,-1.4765218216667246,0.6775736492075949,-1.0089468303891125,2.0
1103,16,0,1,1,15.167695431798355,27,0,3,1,1,0,0,0.9424153953595232,4.0,0.9458811281266732,-1.0533423994857076,1.471666804974105,0.0
1104,18,1,0,2,12.120276638721624,20,1,2,0,1,0,0,1.515639098395023,4.0,0.47178199428251005,-0.4268441039031453,0.6447955931863659,1.0
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,4.0,0.3562995758922419,-1.374820956276648,1.7079157226277448,0.0
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,3.0,-1.6889756726518872,0.1559227473844531,-0.06395115977455339,2.0
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,0.8422959992571388,4.0,-1.2581257930740974,-1.1627667493176175,0.40854667553272617,0.0
1108,18,1,0,0,12.450987924262275,15,0,1,0,1,0,0,1.4641879236906472,4.0,0.5246549780226236,-0.48307707732576705,0.0541732990522665,1.0
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4.0,-0.9636799909995208,-0.457110013747078,1.1172934284936455,1.0
1110,17,0,2,1,10.081401594968488,12,1,4,0,0,0,0,2.587565796370635,2.0,0.1368128448796265,0.7447059309522265,-0.30020007742819316,2.0
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,3.2208069781948727,1.0,0.2728736999331544,1.4367996441129387,-1.2451957480427522,3.0
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0.0,-0.6580806278707143,1.7912969516662596,-1.481444665696392,3.0
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746477,1.0,1.5025900181866325,1.293397332468676,-1.481444665696392,3.0
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0,1.919956439918208,4.0,1.1963612278610263,0.01504991408211782,0.40854667553272617,2.0
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,2.198593184586961,3.0,0.836334756969151,0.31958275998021657,-0.18207561860137328,2.0
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,4.0,-1.5599828009430015,-1.1235120926605122,0.0541732990522665,0.0
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,4.0,-1.4198295302888886,-0.6184039402505718,0.7629200520131858,1.0
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139088,4.0,0.09867568516162424,-0.09473041469767308,0.17229775787908638,1.0
1119,18,1,0,1,3.214266983819713,26,0,3,0,1,0,0,0.6193509314675341,4.0,-1.1669690509141781,-1.4064320134005233,1.3535423461472853,0.0
1120,15,0,2,1,19.56530927058948,3,0,2,1,0,1,1,3.619460869693516,0.0,1.5871139127398712,1.8725038591143,-1.3633202068695722,3.0
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.17490279620988,3.0,-1.1767334766459896,0.2936906207310289,-0.30020007742819316,2.0
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.974406014911044,2.0,0.08064618801840996,1.1674985270974407,-0.8908223715622926,3.0
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,0.9807358437488028,4.0,-0.35385243664109534,-1.0114605033346749,0.40854667553272617,0.0
1124,17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,3.101673809015105,1.0,0.5781098971254901,1.3065944082805132,-1.2451957480427522,3.0
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,3.4982573417733205,1.0,-1.3110460477123886,1.7400358483560403,-1.599569124523212,3.0
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,2.0,-0.11665847783836382,0.7479712474375347,-0.06395115977455339,2.0
1127,16,1,1,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,0.0,-0.6925115901828576,1.7801974242440346,-1.599569124523212,3.0
1128,15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.8199217452931866,2.0,1.3284527364208834,0.9986567100243061,-0.536448995081833,3.0
1129,18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0,2.0165967745176614,3.0,-1.7611344000816374,0.12067186340220112,-0.30020007742819316,2.0
1130,18,1,0,1,18.274549880129182,22,1,3,0,0,0,0,1.3711850388917164,4.0,1.4033897410783924,-0.5847235174541913,0.8810445108400057,1.0
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,3.0,1.168498956991391,0.21706774865193,-0.6545734539086528,2.0
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1.0,-0.603604757153152,1.2287392347600135,-1.481444665696392,3.0
1133,15,0,2,1,15.785813093542094,4,1,2,0,1,0,0,3.58242187231196,0.0,1.0387838094245532,1.832022510198073,-1.2451957480427522,3.0
1134,15,1,0,1,0.6242712067749512,2,0,1,1,0,0,0,2.4265467060392454,3.0,-1.8150486439778537,0.5687219562584536,-1.481444665696392,2.0
1135,17,0,0,2,19.33731100586787,5,1,2,1,0,0,0,3.161436270258364,1.0,1.5549073965399514,1.371911107346605,-1.1270712892159325,3.0
1136,15,0,3,1,10.531898851795788,12,0,2,1,0,0,0,2.122638529628868,3.0,0.21225053949733233,0.23656898783363828,-0.30020007742819316,2.0
1137,15,1,0,4,6.065620521308905,9,0,3,0,1,0,0,2.204860580997317,3.0,-0.5816669832061779,0.3264326392647532,-0.6545734539086528,2.0
1138,15,0,3,2,7.251664251893541,18,0,0,1,0,1,1,1.182987500498048,4.0,-0.3594869656529753,-0.790411866369458,0.40854667553272617,1.0
1139,17,1,1,2,1.3281070692099473,7,0,3,1,0,0,0,2.7387957163436,2.0,-1.6202299399810092,0.9099909437708301,-0.8908223715622926,3.0
1140,15,1,2,3,19.786990280840783,17,1,3,0,0,0,0,2.2379013009826028,3.0,1.6183299471938102,0.3625441165919919,0.2904222167059063,2.0
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,3.139481546380388,1.0,-1.7684780900372328,1.347915942776996,-1.481444665696392,3.0
1142,15,1,0,1,13.09814246295718,23,1,0,1,1,0,0,1.0460447710800969,4.0,0.6270546369049994,-0.9400818575412242,0.9991689696668256,0.0
1143,18,1,2,2,8.854718554129166,23,1,3,0,0,0,0,0.8164582452137992,4.0,-0.07323377050879833,-1.191005827332211,0.9991689696668256,0.0
1144,18,0,2,1,18.978324363774306,16,0,2,1,0,1,0,2.03354462052118,3.0,1.5039867904311655,0.13919481801620887,0.17229775787908638,2.0
1145,18,0,2,2,4.919994806135904,7,1,2,1,1,0,0,2.432078522782237,3.0,-0.80671731267186,0.5747678921515557,-0.8908223715622926,2.0
1146,17,1,0,3,10.641736478760226,9,0,3,1,0,0,0,2.6597713195279016,2.0,0.2305141376510314,0.8236221323411863,-0.6545734539086528,3.0
1147,17,1,2,2,9.64712417165506,1,1,2,1,0,0,1,3.588887939765012,0.0,0.0632533688151903,1.8390895247283638,-1.599569124523212,3.0
1148,17,0,2,1,14.057328881002029,11,0,3,0,1,0,0,2.3145876278110027,3.0,0.7763834564633089,0.44635756114786806,-0.41832453625501304,2.0
1149,15,0,1,4,1.3602046390484102,22,0,1,1,1,0,1,1.00722582021403,4.0,-1.6117870567056358,-0.982508586277506,0.8810445108400057,0.0
1150,18,0,2,2,3.875782600467097,5,0,3,1,0,0,0,2.8816123214605245,2.0,-1.0230335496724687,1.0660807202626787,-1.1270712892159325,3.0
1151,17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.804504928911685,2.0,-0.9355032287392252,0.9818070767394768,-1.599569124523212,3.0
1152,17,1,1,1,14.763015096833794,20,1,3,0,1,0,0,1.7629211240998668,4.0,0.8845057449263174,-0.156580039783149,0.6447955931863659,1.0
1153,15,1,0,3,3.7827739265348015,22,0,4,1,0,0,1,1.11991126295732,4.0,-1.0429150966774823,-0.8593503193709027,0.8810445108400057,0.0
1154,17,0,0,2,11.469835277819534,23,0,2,0,0,0,0,1.0306575057198797,4.0,0.3666594305965343,-0.956899193375042,0.9991689696668256,0.0
1155,15,1,0,2,4.304876410019074,2,0,2,1,0,0,0,3.0756193536614336,1.0,-0.9326765548617241,1.2781184890451982,-1.481444665696392,3.0
1156,16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.631434065124418,2.0,1.2524777583369446,0.7926512539716076,0.17229775787908638,3.0
1157,17,1,0,1,18.84370908979277,28,0,0,0,1,1,1,0.5030669073279145,4.0,1.4848246791229025,-1.5335233087206008,1.589791263800925,0.0
1158,16,0,0,2,10.369859498844807,6,0,2,0,0,0,0,2.784237837142815,2.0,0.18521546970456051,0.9596563903976979,-1.0089468303891125,3.0
1159,15,1,0,3,7.046177684183565,28,0,2,0,0,0,0,0.2476267650865634,4.0,-0.3972873956180288,-1.8127036930803575,1.589791263800925,0.0
1160,18,0,0,1,4.681155500349982,20,0,3,0,0,0,1,1.189548769618786,4.0,-0.855156639716217,-0.7832408022644094,0.6447955931863659,1.0
1161,17,0,2,2,0.9956200304608752,4,1,3,1,0,0,1,3.3759940088028397,1.0,-1.7097749733874201,1.6064095357792454,-1.2451957480427522,3.0
1162,15,1,3,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,4.0,-0.7169442848453974,-0.6695481002696314,0.8810445108400057,1.0
1163,18,0,0,2,13.084715598906358,0,1,3,0,0,1,1,3.7185869042869646,0.0,0.6249439906526336,1.980842525836893,-1.7176935833500317,3.0
1164,18,1,3,2,10.672338626184215,7,0,3,1,0,0,0,2.670559614819829,2.0,0.2355937832505051,0.8354130763946904,-0.8908223715622926,3.0
1165,16,1,1,3,18.880825565618547,11,1,2,1,0,0,0,2.369648013449619,3.0,1.4901118218213472,0.5065351804159524,-0.41832453625501304,2.0
1166,15,0,0,3,7.925545249834012,13,0,2,0,1,0,0,1.6244868202221543,4.0,-0.2373680311813077,-0.30788023021538985,-0.18207561860137328,1.0
1167,18,1,0,1,13.87726684656789,15,1,2,1,1,0,0,2.5374768278143587,2.0,0.7485640736299676,0.6899617651722357,0.0541732990522665,2.0
1168,17,1,1,0,9.786454949502428,9,0,4,0,1,0,0,2.298417928509479,3.0,0.08694595595043839,0.42868507307934883,-0.6545734539086528,2.0
1169,17,1,2,2,10.251524318484233,14,0,3,1,0,0,0,2.2598041504961186,3.0,0.16540222043667763,0.3864825856677713,-0.06395115977455339,2.0
1170,16,1,2,2,5.35548629208235,20,0,2,0,1,0,0,1.3213433008698847,4.0,-0.7198109341743583,-0.6391974754468466,0.6447955931863659,1.0
1171,18,1,0,2,9.099015536839994,23,0,3,0,1,0,0,0.9499742281238568,4.0,-0.030830032222770087,-1.045081059596287,0.9991689696668256,0.0
1172,15,0,0,2,9.415699940254145,25,0,2,1,0,0,1,0.818786616073051,4.0,0.0237029224784162,-1.1884610610096031,1.2354178873204653,0.0
1173,17,1,0,1,14.132850434978678,14,1,3,0,0,0,0,2.3392245127535936,3.0,0.7880229935288934,0.47328416300201537,-0.06395115977455339,2.0
1174,18,1,0,2,18.81279998372228,9,0,2,0,1,0,0,2.6827762879633723,2.0,1.4804195933102107,0.8487651496979903,-0.6545734539086528,3.0
1175,18,1,0,1,6.586425549650086,20,1,1,1,0,0,0,1.543837471085622,4.0,-0.482882826947468,-0.3960250147145601,0.6447955931863659,1.0
1176,16,1,0,2,0.8440093716259689,27,0,3,1,0,0,0,0.1969011048236224,4.0,-1.752010792313009,-1.8681437237852017,1.471666804974105,0.0
1177,17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,2.748610257448085,2.0,0.1105706125078128,0.9207176343129759,-1.0089468303891125,3.0
